user_input,reference_contexts,reference,synthesizer_name
How does the MCP inspector contribute to bias reduction in AI models?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", '<2-hop>\n\nMCP server using our gateway. Basically we offer that capability as well. U we uh please do go through these articles as well. We have recent we actually released this about two weeks week weeks back. Uh you all can actually try this out and uh we also have this uh MCP hub where you can actually expose all these MCP servers you have built and protected as a uh developer portal where AI developers can come and now identify these different MCP servers in your system and now integrate them with your uh agents. And we also have a uh MCP inspector builtin uh we call it the MCP playground. You can actually try these things out and please do give feedback so that we can actually improve and go this journey together. [Music]']","The MCP inspector, part of the MCP playground, allows AI developers to identify and integrate different MCP servers with their agents. This tool can be used to test and provide feedback on AI models, which is crucial for bias reduction. By incorporating feedback from the MCP inspector, developers can adjust and retrain AI models, ensuring that biases are identified and mitigated. This process complements the human-in-the-loop approach and the regular retraining of models to reduce bias, as described in the context.",multi_hop_abstract_query_synthesizer
How does the internal developer platform facilitate service deployment and what role does API management play in securing backend services?,"[""<1-hop>\n\nSO2's internal developer platform. Right. So and then we've gone and uh you know uh installed that one in VS code. So it is basically driving the full you know life cycle of this software development. So here what happens is you go we have gone and develop a service. Okay it's gone that's fine u and you want to uh then push this service to coro right so it then does various tests. Have I logged into Coro? Does the project exist? If not, let's create it and does the component exist? If not, let's create the component. So, and then, you know, let's get the build pack and so on. So, it takes you through all of those steps and finally it will push to Coro and then you can deploy it there. Right? So, so we've gone from Genai to rags to agents to MCP. Now let's get to uh multi-agent systems, right? So if you take a look at a single agent, yes, they work fine. So what happens is the systems become bigger and bigger, right? So the then you want you get to a situation where you need to connect this agent to more and more tools. This works actually for many use cases."", ""<2-hop>\n\nis going in a uh much more uh user friendly and a scalable way with the help of customers users and we are still evolving but I'll just present what we have at the moment and our plans for the future. Um so when you take the organization boundary so uh if you take the backend services that are develop deployed within our organization all this time our API management team was actually dealing with this egress ingress gateway side of things where you protect your backend services uh from the outside world accessing your backend services and protecting them to ensure that uh the relevant parties are the ones who are actually accessing your backend services and we have policy is authorization throttling and all these things that we that's our bread and butter and it worked all this time. So basically with this new LLM era AI and LLM era we there was increasing need for organizations to do this the backend services to call an external party before that this wasn't a very high need from the customers but with the grow growing of the AI and LLN space this was inevitable and c the organization had to navigate this problem so that's where our egress gateway comes in so um basically Same as we do with the ingress gateway, we have a set of customized policies and uh different uh rules that we have that can be enforced from the egress gateway to ensure that all these calls going out of your organization is properly governed and properly uh managed and you have proper visibility on to wha""]","The internal developer platform facilitates service deployment by guiding developers through the entire software development lifecycle, including logging into Coro, checking project and component existence, and finally deploying the service. API management plays a crucial role in securing backend services by managing egress and ingress gateways, implementing policies such as authorization and throttling, and ensuring that only authorized parties access the backend services. This is particularly important in the AI and LLM era, where there is an increasing need for backend services to interact with external parties.",multi_hop_abstract_query_synthesizer
How do bias reduction and identity management contribute to cost efficiency in AI service models?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\ne a GPT4 or from different uh kind of provider but regardless of what's the uh AI model that you're using there there's connections that happening from your uh businesses uh to this external AI model. So that there's another parimeter there we that we need to be securing and also this is the parameter where we should be applying this guard drills and governance layer that Arshad was earlier talking about. So um then we look at how we are going to secure this agent. So the so I I previously also mentioned the problem is that when these agents are making API calls uh who's making who who is making that call? Is it a user? Is it the is it an application or a service account and uh so those kind of problems comes in there like in terms of like identifying who who is making these access and on whose authority like based on whether the whether agent gets the permission that that's assigned to the user or it's an application permission likewise. So that those kind of different problems arise. So we think that these agents need to get their own identity. They deserve to be treated as first class entities in the ecosystem so that we can give them a unique identity. So all all the components in the ecosystem then identify these unique agents as unique entities in the system and then the importance of that is that based on that agents can authenticate themselves uh into the system that verifying that I am this particular agent."", '<3-hop>\n\nhaving a proposal or pay as you go, right? So, uh, having your own model will start to be justified where like, uh, one server cost you like $5,000 can cover all of your needs and the client\'s needs. However, here there\'s a tradeoff where toxicity will start to show up or hallucination, right? So, you need to add more guard rails which will cause some delays, right? However, if the task works well for generative AI, then why not? I mean, let it take uh 3 minutes. Sometimes our users came say, ""Yeah, it takes 3 minutes. You used to do it with three days. I mean, you used to finish this task in 3 days. Now you\'re complaining about 3 minutes. Wait three minutes."" So what now you sometimes you can do like parallel uh tasks and you know having these guard rails is very important just to make sure that output u uh is not deviated or I mean and to set like some guidelines to make sure that it follows the guidelines and here actually you mentioned a very very good example which is the agent to agent. So the idea in the agentic platform you can read the agent card right you see the inputs and the output and now currently we we are covering just the rag and uh the content generation because you cannot predict the output we read the card we create automatically an agent to validate uh to evaluate this uh this agent >> agent card makes that process easier >> 100% 100% >> okay >> yeah So and you also mentioned about the so where is the data set uh coming is that you mentioned that you ge']","Bias reduction in AI service models is achieved through a multi-layered approach involving human feedback, retraining, and auditing processes. This ensures that biased decisions are identified and corrected, which improves the accuracy and reliability of AI outputs. Identity management involves treating AI agents as first-class entities with unique identities, allowing for secure and efficient authentication and authorization processes. Together, these strategies contribute to cost efficiency by reducing errors and ensuring secure, reliable operations, which minimizes the need for costly corrections and enhances overall system performance.",multi_hop_abstract_query_synthesizer
How does the integration of healthcare standards like FHIR and HL7 enhance the efficiency of processing medical reports in AI systems?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\nthings we have I am taking as example. If you take healthcare, we have support for fire, HL7, X2L, CDA, decom messages and also pre-built translations. Fire to HL7 to fire, X2L to fire, CCDA to fire. If you take banking, we have ISO 853, ISO 222, also known as MX messages, Swift MT messages builtin, and we have pre-built translations for Swift MT to MX translations. So these are built into our integration solutions. So as you all might know our integration solution has its co-pilot that you can use to develop. So this co-pilot is generic or horizontal AI. On top of this for healthare and banking requirements we have built a vertical AI. So this is a this is what you call a healthcare c-ilot. You might have seen this uh uh video before. Uh so this is where we give a healthcare related prompt. So this is what a typical healthcare developer will enter into the co-pilot and then the healthcare copilot is aware of these standards fire these uh healthcare standards these EHR systems and it'll it knows what we have the libraries we have the solutions we have and it'll it'll use them to build this healthcare specific requirement for this developer. So this is the same with the banking sector as well and the banking uh standards that we have. Now let's go into code for AI. The building blocks for building AI related uh capabilities. So the example I had taken is any fire server as MCP server. So you all might know the MCP servers."", ""<3-hop>\n\ny doing the processing for every call might not be very efficient because for an example if you have a documentation assistant there can be the a the same question being asked in different ways right. So the normal response cache that we had was a direct key value cache where when you get uh get a uh request we actually cache the request itself and now if the next request have the exact same request we respond with the past answer but with LLMs you can't do that because you can't expect two people to use the same language to ask the same thing right so that's why we have come up with the uh semantic response caching where if one person asks for one one way and the other person ask it in a different way. If both have asked the same thing, we can deliver the past response to the uh other person who have asked. So uh this semantic response cacher. So we have seen certain LLMs implement this within their uh uh back end as well to actually increase their efficiency as well. But that's actually a hit or miss. So there can be certain uh LLM providers adapting that. for most cases having that in the egress gateway will give better control. Um so next is the AI gateway analytics. So basically we actually publish specific analytic details to AI for the AI gateway use cases.""]","The integration of healthcare standards such as FHIR and HL7 enhances the efficiency of processing medical reports in AI systems by providing pre-built translations and support for these standards. This allows healthcare developers to use a healthcare co-pilot that is aware of these standards and EHR systems, enabling it to utilize existing libraries and solutions to build healthcare-specific requirements efficiently. This integration ensures that medical reports and data can be processed and translated seamlessly, reducing the need for manual intervention and improving overall system efficiency.",multi_hop_abstract_query_synthesizer
How does identity management contribute to bias reduction in AI systems using agent tools?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\nit will go and do a search on the internet and it creates a personalized profile and and that agent uses two tools because remember the agents can uh you know interact with tools and perform actions. The first one is you call the surfer API where you will get set of links related to me right so I do a Google and then get a set of links and then you go and scrape the content which is what the second one do it's called scraper web scraper API right so this is not just two calls it happens times until it uh reset reaches its goal right so the next thing I want to talk about is multiple multi-agent systems but before that I want to briefly touch on MCP uh because this is something that we you know we all are aware of and we've discussed extensively in the AI labs now we know that there's an agent and there's set of tools which the agent is interacting with right so the problem that the MCP solves is MCP standardizes the way in which the AI applications s interact with these external tools, right? Uh now you can see the architecture here. So MCP has concepts like tools which is the same as the zoom tool that we were talking about resources prompts and and so on. We've discussed these things in the lab, right? So so uh so it's a specification and it introduces two new components to your agentic application. Uh first one is you call the MCP client right which the MCP host connect to."", ""<3-hop>\n\nght want like just one time access to a particular system and also some agents might need some access to a certain given period like from uh 10 to 12 every day this agent need to be executed likewise. So those kind of uh contextual uh authorizations level can be applied on the on top of this agents and then u the important thing next thing is the auditing. So once we have given this agents identity that is un unique across the system. So we know uh we can trace its activities in different different uh parameters and we can also uh trace back uh when what the agent did when. So if we don't have that then always uh it could it will be a application or a user or someone else who will be responsible for this actions. So we can't do the forensic or uh we can't or even we can't correct if something goes wrong. So uh having a unique identity for the agents give us these capabilities. So I will go back to the demo. So that's why we are giving an identity for the agents. So our we have two IM offerings. One is the Suffering W Asgardio and it's readily available in Asgardio and uh you can try it out and uh we are working on on boarding it to the recent upcoming W2 identity server uh product which is downloadable and uh run it in your own uh version and what are the capabilities that these agents have. So we we will uh have the have we have the ability to register and manage agents.""]","Identity management contributes to bias reduction in AI systems by providing unique identities for agents, which allows for tracing their activities and ensuring accountability. This is crucial in the context of bias reduction, where human feedback and auditing processes are used to refine AI models. By having a unique identity for each agent, it becomes possible to trace back actions and decisions, facilitating the correction of any biases identified during audits. This process is supported by agent tools that interact with external systems, ensuring that AI applications can be retrained and adjusted based on human feedback and audit results.",multi_hop_abstract_query_synthesizer
"How is bias reduction achieved in AI models, and what role does transparency and explainability play in this process?","[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\nSo uh hi everyone hope everyone is ready to get started. Uh so uh uh myself I am Arshad. So as Mar mentioned and this is Aisha. We are here basically to go through basically how to govern and actually secure these AI services and how to actually do that in a scalable way. So u let's get started. So uh I think uh with the earlier sessions uh we were able to go through how the AI landscape looks like at the moment and what are the opportunities we have in this space and what are the u main areas where you can capitalize and actually achieve uh what use cases in this field basically. So using AI we have actually talked about this before. So you can actually achieve different uh uh use cases like personalized service delivery. So we see cases where you can give 24/7 support and assistance to your user base and u uh basically increase operational efficiency and do touch new innovation areas where you haven't thought of before with your added u efficiency. So with the uh emergence of AI and people developing these new applications. So uh even in the last demo you would have seen how to actually develop these agents and these applications. So with these when you bring these applications to production and actually now try to uh deploy these applications there are now certain new areas you need to think about and seeing something work in a development environment."", ""<3-hop>\n\neing able to reason and act and perform tasks third one is the multi- uh modality so it's not just the text that is been improved the text models been improved we are clearly seeing improvements in the other areas us as well. For example, video voice, right? If you've gone and talked to unitary dog outside, you know, the the interactions are becoming more natural and becoming real time and also the hardware uh innovation, right? So for the most part there's a lot of people are still having issues with scalability, right? Scaling AI is a big problem. So we are seeing like the the speed is improving and which is we been able to support these realtime uh extraction uh you know interactions and these capabilities being you know able to access on the cloud and also on the edge. The other one is transparency and explanability. So those who worked in this area you know like this is an issue anyway for machine learning right? So uh it is still an issue but we are clearly seeing progress. So there's this score called transparency score. I'm not sure whether you have heard of it. Basically it's a metric that will you know look at uh you know how transparent are these companies when it comes to training these models when in terms of the data or you know when the models respond and so on.""]","Bias reduction in AI models is achieved through a multi-layered approach. The first layer involves a 'human in the loop' system where human feedback is integrated into the AI decision-making process. This feedback is then used by AI engineers to adjust the models. The second layer involves retraining the models to remove any biased parameters identified. The third layer includes an audit process where historic decisions are reviewed by auditors to identify and correct wrong decisions, which are then used to retrain the model. Transparency and explainability play a crucial role in this process by providing a metric known as the transparency score, which evaluates how transparent companies are regarding their model training and data usage. This helps ensure that the AI models are not only effective but also accountable and understandable.",multi_hop_abstract_query_synthesizer
How does the implementation of human-in-the-loop processes and semantic prompt guards contribute to bias reduction and semantic analysis in AI solutions?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\ng on. Um and we have uh uh actually released a bunch of guarders. So I'll just go through u this uh in detail. Um yeah so this might be a bit overwhelming at first but I'll just break down one by one. So um yeah so we have a set of guards that we have configured. So this will be available both in our SAS solutions and onrem solutions. So I'll just go through what we actually support. Um so initially I'll go with a set of guards that we actually build within our product itself. So initially we have the semantic prompt guard here. What we do is that a user can come and now configure a set of allowed topics and denied topics that we will actually verify to ensure that the all the prompts that are going out of our egress gateway will be adhering to that set of definition that definition you have provided. So as I explained before you can't have a normal reg u based thing where you say that okay this specific term can't be used because there can be different ways you use that term and different interpretations of it. So that's what we use the semantic promot. So even if you use words which are alike to that word you have defined we still actually capture those. So uh for an example um if you have student assistant app uh if you have configured something like write my homework uh that there is a denied topic. So any way a student try to say say that we actually try to block it and you can actually configure it so that we block or actually notify that's I'll get to that later on.""]","The implementation of human-in-the-loop processes contributes to bias reduction by incorporating feedback from human agents into AI systems. This feedback is used to retrain models, remove biased parameters, and ensure that decisions align with regulatory guidelines. The process involves a three-stage approach: human feedback, retraining of models, and an audit process to correct wrong decisions. Meanwhile, semantic prompt guards enhance semantic analysis by allowing users to configure allowed and denied topics, ensuring that prompts adhere to predefined definitions. This system captures variations of terms, preventing misuse and ensuring compliance with user-defined guidelines. Together, these methods enhance the accuracy and fairness of AI solutions by addressing bias and improving semantic understanding.",multi_hop_abstract_query_synthesizer
How does the enterprise IT architecture incorporate bias reduction and consent-based personalization to optimize service delivery?,"[""<1-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right."", ""<2-hop>\n\nhitecture before and after. So what we had was uh on my uh on the left hand side which basically had only two flows. One is the registration flow where you go to a website and then you register right. So that will put the details into a database and the other flow we had was just retrieving the data from this database and then you can see the sessions that are going right. So after adding all of these AI capabilities you can see you know how complex the architecture has now become. Uh so we have added various uh agents rags gen integrations into this right so today's discussion is agents right so I just want to highlight one agent which is in this app so this is the personalization agent so this is used by the other components that are in this system what it does is now when you have given the consent it will use your name and the uh the company and then it will go and do a search on the internet and it creates a personalized profile and and that agent uses two tools because remember the agents can uh you know interact with tools and perform actions.""]","The enterprise IT architecture incorporates bias reduction through a three-stage process involving human feedback, retraining, and auditing. Human feedback is integrated into the loop to adjust AI decisions, which accounts for about 14-15% of the effort. Retraining occurs monthly to address biases by reweighing parameters. For consent-based personalization, the architecture includes a personalization agent that, upon receiving user consent, uses the individual's name and company to search the internet and create a personalized profile. This agent interacts with various tools to enhance service delivery.",multi_hop_abstract_query_synthesizer
"How does the integration of AWS Bedrock and content safety services enhance security and bias reduction in enterprise IT systems, considering the role of human feedback and retraining processes?","[""<1-hop>\n\nthat. So that's how basically we have done this. Um so basically when we take our set of guard rails we offer a set of guardrails built in to the product and uh we also allow third party integrations. So if you have uh um integrations with uh let's say AWS bedrock or a as a content safety if you are comfortable with using these guardrails of course you can go with it. We our gateway is comp uh uh fully compatible with these services. So basically in this case we'll be sending the the prompt to those LLM services these uh AWS bedrock or as condensatory services and they will be doing the actual classification to identify whether there are any guard validations or failures there and uh respond. So if PII is a concern you can have a mix basically to actually first do a PI validation in our gate level and then send it to AWS bedrock and then get a response. So you can actually do a mix here and uh we also for those who don't have the subscriptions and cost is a problem we actually uh ourselves provide a set of guarders as well. We use this framework called guarders AI with that we actually have developed and hosted this stuff. So we are also planning to give this as docker images for you guys to run as well. If you're planning to host it we'll be giving that open source. So if you want you you can run it within your organization and uh use these services to work with the agate. So u that's completely feasible and you can write your own customizations as well."", ""<2-hop>\n\ncan go and see what these agents have done and uh uh and see whether they have over the time whether they have behaved the way they were expected to or if any any kind of unexpected incident happened. we can trace back to the uh identity who who has done it and then uh we can of course by doing this from the beginning of your projects like without thinking of security as afterthought but at the beginning we can mitigate lot of these risk uh uh that are associated with the agentic AI systems uh uh in the modern businesses and of course uh I mentioned earlier there will be a lot of compliance and uh uh requirements coming enforcing by different bodies. So uh if you start uh building your agentic AI systems securely by today, you can of course meet those security requirements and uh uh you can be ready for that uh eventually and then uh from the business point of view then uh you can also all you have that uh uh capability to keep the user trust that this system is uh secured even It's using agent agents or AI for the for its uh services so that my my data won't get uh deleted or my data won't get exposed to unnecessary parties or any unintended thing won't happen with the AI capabilities and uh improves the operational efficiency."", ""<3-hop>\n\nwell as the like medical reports and historic data as well as like we have underwriting guidelines those are set by the regulators also. So biasness uh reduction we are removing with the three stages. One is like human in the loop where whatever the decisions that underwriter is giving is like uh the agents are working on those and see what is the feedback that we getting from the human and putting it back to the AI engineers and then is the second layer is a retraining of a complete set where uh any output or maybe a biasness is coming we remove those parameters also and then third layer is like uh then we have a audit process So historic decisions has been given by the uh physical underwriters and auditors are there. Auditors are done by the regulators. So wherever there is a wrong decisioning is done. So we remove it and then retrain the model. So that's how we are utilizing it. So majorly we are relying on the human uh in the loop and the feedback system. >> Okay. But this human in the loop how much of an effort is that like uh >> so it's just a like uh 14 15% that we are taking otherwise just all the training and other retraining is happening and reweighing the certain parameters so that those parameters are getting more weightage and uh next time those issues are not coming into the picture. And what is your retraining period like? Uh >> so we are doing it uh every month and then there is a dependent on the models also uh lot of new uh models are coming right.""]","The integration of AWS Bedrock and content safety services enhances security in enterprise IT systems by providing a robust framework for guardrail validation and PII checks, ensuring that sensitive data is protected and compliance requirements are met. This integration allows for the classification and identification of potential security risks, which can be addressed promptly. Additionally, bias reduction is achieved through a multi-layered approach that includes human feedback, retraining of AI models, and auditing processes. Human feedback is incorporated into the system to refine AI decision-making, while retraining processes occur monthly to adjust model parameters and reduce bias. This comprehensive strategy ensures that enterprise IT systems remain secure and unbiased, maintaining user trust and operational efficiency.",multi_hop_abstract_query_synthesizer
How do synchronous AI systems enhance user authentication in traditional booking platforms?,"[""<1-hop>\n\ntforms without AI and agentic capabilities. So there are also this is traditional IM so we have users and then we have uh uh applications that the users are interacting with and then backend services. So what happens is user when user is interacting the you traditionally user authenticate itself with some kind of identity identity provider proving that it's a user and giving access to an application to do the task for that and so here there's no any uh uh agentic stuff on added so I will show that with our demo as well okay so this is the uh booking website. So there's uh it's a regular website. So I can just simply sign in. So I have so many accounts that I've been using. And then I'll uh book something rand random for the future. So then I'll have to manually go through this and find a hotel maybe in Colbo. So yeah, I found a hotel. So I have to give details and then I'll just book something. So this is the traditional way of we how we are used to do these kind of booking. So uh now this booking is confirmed and uh uh it's there. So now we'll we'll go through the de uh we'll go back to the slide. So now I'm going to introduce agent two agent in into this system. So earlier this other components were there as it is and it was somehow secured as well using the traditional uh identity and access management principles. And now I have these two agents. One agent is added to this uh booking system itself where the end user can interact directly with the agent and chat."", ""<2-hop>\n\nctor to a company may be an example of that. Um so I'd call that those are synchronous um AI systems. The the asynchronous systems are kind of what we use on the back end to process unstructured data. um be it legal documents, be it bank statements, be it uh voice notes um whatever it may be to um to pass that data to structure it and then use it for whatever um needs it may be and eventually we'll probably look to bring those uh two things together at some point. Nice to be you with you all. >> Yeah. Hi everyone. Uh this is Mahesharia. U I represent the Canada HSBC life insurance here. So we are into the life insurance business. Uh so can it is started by the Canra and HSBC banks. So it is a joint venture of both the banks. So Canara is a second largest bank in India and HSBC is a global company. So u so this here we are securing the future of the individuals by providing the insurance and uh we are working on a lot of initiatives. So recently we worked on a uh underwriting co-pilot which is uh kind of a underwriting the risk of any individual and providing the underwriters the assistance so that there is no risk to the company as well as the organization. So we'll discuss in a more details there. Yeah happy to hear. Thank you.""]","Synchronous AI systems enhance user authentication in traditional booking platforms by integrating AI agents that allow users to interact directly with the system. In the traditional setup, users authenticate themselves using identity providers to access applications. With the introduction of AI agents, these systems can provide a more interactive and secure user experience, as the AI can assist in tasks such as booking and managing user interactions, thereby improving the overall efficiency and security of the authentication process.",multi_hop_abstract_query_synthesizer
