user_input,retrieved_contexts,response,reference,context_precision,context_recall
How can an organization integrate GPT-4 into its IT infrastructure while ensuring secure adaptive routing?,"['[""<1-hop>\\n\\nsource. So if you want you you can run it within your organization and uh use these services to work with the agate. So u that\'s completely feasible and you can write your own customizations as well. Uh in that way we can actually ensure that u organization is very secure and in the eos gateway level you all can ensure that uh everything is govern properly. So let\'s move on to the adaptive routing section. Next, basically uh I\'ll go through more about the guarders when I get to the demo. Uh any questions before we move on about guarders? No. Right. Okay. Okay. So, next we get to the adaptive routing part. So, this is uh basically uh cases where we can actually make better decisions about the models invoked and the providers invoked from the AI gate level. So this is where we can actually say that for an example we have sample policies like model round robin model weighted round robin and model failover. So uh these cases can be used specifically. So for an example let\'s take the model failover policy. So if you use chat GPD even now you can see that initially you get responses from GPT4 and you get very good responses and very informative responses but with time when you exceed your personal quota you will be fallen back to the uh GPT4 mini and you get uh uh relatively subpar responses but um you can actually emulate something like that using the AI gateway to say that okay till this till the first resource till the uh uh model is exhausted route all the requests to this end""\n ""<2-hop>\\n\\nthe staff for that particular booking instance. Let\'s look at where we want to add different different uh security boundaries in this agentic uh when you are introducing agentic AI into this platform. So one thing is this user and the agent and that component where the u user interacts with the uh system and then from there there are different lines going into the backend system and there\'s another boundary where these uh backend systems are there and these uh this backend system may call different other parties as well. So there are requests coming into this system and this there are requests going out of this uh system as well. So the all of these lines we we need to be securing and then the the ambient agent I was talking about. So it\'s also getting request uh to it to the agent to do different task and then for to do its task it want to talk to the uh this uh business\'s backend APIs and then also it need to make updates to the exist the booking that was made earlier. So that so there there\'s another u parameter for that as well. And then so the finally the uh AI model so you can it could be a GPT4 or from different uh kind of provider but regardless of what\'s the uh AI model that you\'re using there there\'s connections that happening from your uh businesses uh to this external AI model.""]']","An organization can integrate GPT-4 into its IT infrastructure by using adaptive routing strategies such as model round robin, model weighted round robin, and model failover. These strategies help in making efficient decisions about the models and providers invoked from the AI gateway level. Security can be ensured by establishing different security boundaries, securing user interactions with the system, and protecting backend systems. This involves securing communication lines between the user, the agent, and the backend systems, as well as managing requests to and from the AI model, which could be GPT-4 or another provider.","An organization can integrate GPT-4 into its IT infrastructure by using adaptive routing strategies such as model round robin, model weighted round robin, and model failover. These strategies help in making efficient decisions about the models and providers invoked from the AI gateway level. Security can be ensured by establishing different security boundaries, securing user interactions with the system, and protecting backend systems. This involves securing communication lines between the user, the agent, and the backend systems, as well as managing requests to and from the AI model, which could be GPT-4 or another provider.",0.9999999999,1.0
How do AI solutions enhance processes in the finance industry?,"['[""<1-hop>\\n\\ntine processes that involve regulatory compliance making them ideal for airdriven efficiencies. So things like claim processing, medical billing, documentation, customer support can be early adapters. So by automating tasks that require human expertise, this vertical AI layer can boost productivity and efficiency, freeing employees to focus on high impact work and not repetitive everyday work. So let\'s see how this works. So this is a image I got from a uh analytic uh uh company and they show how this vertical AI layer will be built on top of existing uh uh frameworks. So we got this core LLM layer we all know open AI anthropic gemini meta etc. So those are platforms that we are familiar with and we call horizontal AIS and we on top of this we have supporting frameworks such as rag data infrastructure uh speech generation uh guardrails and stuff like that. And this vertical lay layer, it brings industry specific model tuning and regulatory compliance. Some validations uh and stuff needed for regulatory compliance and also one of the most important things is integration to industry specific systems. For example, if you take healthcare, it can be HR system. For finance, it can be a open banking system which requires specific requirements in authentication and and the data level. Let\'s take an example. We\'ll take a healthcare customer support requirement.""]']","AI solutions enhance processes in the finance industry by automating tasks that involve regulatory compliance, such as documentation. This vertical AI layer is built on top of existing frameworks like OpenAI and Meta, and it includes industry-specific model tuning and regulatory compliance validations. For finance, it integrates with systems like open banking, which requires specific authentication and data-level requirements, thus boosting productivity and efficiency.","AI solutions enhance processes in the finance industry by automating tasks that involve regulatory compliance, such as documentation. This vertical AI layer is built on top of existing frameworks like OpenAI and Meta, and it includes industry-specific model tuning and regulatory compliance validations. For finance, it integrates with systems like open banking, which requires specific authentication and data-level requirements, thus boosting productivity and efficiency.",0.9999999999,1.0
How does the vertical AI layer enhance productivity and efficiency in industries such as healthcare and finance?,"['[""<1-hop>\\n\\ntine processes that involve regulatory compliance making them ideal for airdriven efficiencies. So things like claim processing, medical billing, documentation, customer support can be early adapters. So by automating tasks that require human expertise, this vertical AI layer can boost productivity and efficiency, freeing employees to focus on high impact work and not repetitive everyday work. So let\'s see how this works. So this is a image I got from a uh analytic uh uh company and they show how this vertical AI layer will be built on top of existing uh uh frameworks. So we got this core LLM layer we all know open AI anthropic gemini meta etc. So those are platforms that we are familiar with and we call horizontal AIS and we on top of this we have supporting frameworks such as rag data infrastructure uh speech generation uh guardrails and stuff like that. And this vertical lay layer, it brings industry specific model tuning and regulatory compliance. Some validations uh and stuff needed for regulatory compliance and also one of the most important things is integration to industry specific systems. For example, if you take healthcare, it can be HR system. For finance, it can be a open banking system which requires specific requirements in authentication and and the data level. Let\'s take an example. We\'ll take a healthcare customer support requirement.""]']","The vertical AI layer enhances productivity and efficiency by automating tasks that require human expertise, allowing employees to focus on high-impact work instead of repetitive tasks. It integrates with industry-specific systems and ensures regulatory compliance, with model tuning to meet specific requirements such as authentication and data handling. This is crucial for systems like HR in healthcare or open banking in finance.","The vertical AI layer enhances productivity and efficiency by automating tasks that require human expertise, allowing employees to focus on high-impact work instead of repetitive tasks. It integrates with industry-specific systems and ensures regulatory compliance, with model tuning to meet specific requirements such as authentication and data handling. This is crucial for systems like HR in healthcare or open banking in finance.",0.9999999999,1.0
What has the API management team been doing to improve the governance and scalability of the AI gateway?,"['[""<1-hop>\\n\\ne uh need to think about how we uh ensure the governance aspect of this. So uh there were different uh trust boundaries in the in my diagram and there was one line that going from agents to AI models. So that\'s where these governance and uh guardrail requirements are coming and I think Aishad can take over and uh discuss more about that with some with our example. >> So let\'s get to the governance side of things. So uh what Aayisha covered initially was uh the security side of things where you actually give necessary permissions and ensure that you properly u ensure that uh the uh agent is properly tracked and audited auditable. So next we are trying to get into the uh governance side of things. So this is where our AI gateway offering comes in. So our API management team have working uh have been working for the last couple of years to actually refine this and actually get this going in a uh much more uh user friendly and a scalable way with the help of customers users and we are still evolving but I\'ll just present what we have at the moment and our plans for the future.""]']","The API management team has been refining the AI gateway to enhance governance and scalability, aiming to make it more user-friendly and scalable with input from customers and users. This involves ensuring necessary permissions, proper tracking, and auditing of agents as part of the governance requirements.","The API management team has been refining the AI gateway to enhance governance and scalability, aiming to make it more user-friendly and scalable with input from customers and users. This involves ensuring necessary permissions, proper tracking, and auditing of agents as part of the governance requirements.",0.9999999999,1.0
How does an MCP server facilitate AI agents in accessing healthcare data through APIs?,"['[""<1-hop>\\n\\nwe have. Now let\'s go into code for AI. The building blocks for building AI related uh capabilities. So the example I had taken is any fire server as MCP server. So you all might know the MCP servers. You all might have heard in our sessions we have had what MCP server does is it it converts a standard API into a tool that agent can easily communicate with. So what we do here is we provide the support pre-built support to convert any file server that you might have. So uh a EHR server to expose it easily as a MCP server so that a AI agent can directly communicate with it. So I\'ll quickly show this demo. So here uh if you can see uh this is a user experience where a user enters a uh prompt that is healthcare specific. So as you can see once the user enters the uh prompt that I need to access this data from my healthcare records we the it\'s redirected to the authorization flow where the user needs to provide consent for the agent to access this data and then as you can see the AI agent will call these APIs using this MCP server and it will access the records and it\'ll show. So here the prompt is what are my recorded immunizations and as you can see it\'ll access the health records and it\'ll provide. So uh uh horizontal AI will not be able to do this because it will not have the knowledge of how to call these EHR systems and uh uh also it needs to be enabled from the server side via uh MCP server.""]']","An MCP server facilitates AI agents in accessing healthcare data by converting a standard API into a format that the agent can easily communicate with. This enables an AI agent to directly interact with an EHR server, exposing it as an MCP server. When a user enters a healthcare-specific prompt, the AI agent uses the MCP server to call these APIs and access health records, such as recorded immunizations, after the user provides consent through an authorization flow.","An MCP server facilitates AI agents in accessing healthcare data by converting a standard API into a format that the agent can easily communicate with. This enables an AI agent to directly interact with an EHR server, exposing it as an MCP server. When a user enters a healthcare-specific prompt, the AI agent uses the MCP server to call these APIs and access health records, such as recorded immunizations, after the user provides consent through an authorization flow.",0.9999999999,1.0
How do AI agents in open banking enhance customer experiences and ensure regulatory compliance?,"['[""<1-hop>\\n\\ne because uh in open banking you can even initiate a transaction this way and once the AI agent initiates this transaction with the bank uh notification is sent to the user to verify this transaction. So we call this user in the loop flows where uh it\'s a gen AI agent term that\'s used. So whenever this push notification can be implemented from the AI layer AI agent layer or the bank layer. So I take the bank layer since I want to emphasize the open banking requirement as well. So for this push notification we use the standard called SAR client initiated back channel authentication. So the AI agent initiates a back channel authentication request with the bank and the bank sends this notification to the user and gets the approval and gives a token to the AI agent to call the endpoint. So using this these capabilities the possibilities are endless. So I encourage all of you here to think how you can use this to enhance your customer experiences and enhance your systems and we can help you build it. So every example, every scenario that I explained can be implemented using WSO software and we can definitely help you do it and we are working with different customers on doing it as well. So I\'ll end with this quote. Everybody\'s scared of AI right now. Whether it\'ll replace me, it\'ll replace this industry, replace this industry. But innovation is always the ability to see change as an opportunity, not a threat. These are quote by Steve Jobs that\'s very relevant to these days.""\n ""<2-hop>\\n\\ne industry specific model adaptation. It\'ll have spec specialized knowledge and terminology that a healthcare specific customer will know and it\'ll be more relevant and accurate for their requirement. So these kind of stuff can be built only by using proprietary uh data for that specific vertical and task specific logic. So in incorporating industry specific workflows and decision-m logic that align with established processes. This ensures that the AI can seamlessly support complex role specific tasks. So it can replace existing frameworks without m need without the need to reinvent the whole thing and also it can easily integrate into industry specific systems because these vertical AIs will have the knowledge and the required capability to connect with these systems as I mentioned for healthcare systems for open banking uh for banking open banking APIs etc. And finally, regulatory compliance. So building a API products that adhere to strict industry regulations is paramount because with AI regulators will also be very stringent on what\'s happening and uh how the data is used. So this image is kind of a uh small demonstration on what\'s happening at the moment. So u on top of these horizontal AIs these are some of the vertical AIs that are that have been introduced and uh are being adopted at the moment. So if you take different regions even sub sub even within a vertical you have sub uh areas to be exactly specific to the requirement.""]']","AI agents in open banking enhance customer experiences by initiating transactions and sending notifications to users for verification, a process known as user-in-the-loop flows. This is facilitated through client-initiated back channel authentication, where the AI agent requests authentication from the bank, which then sends a notification to the user for approval. Once approved, the bank provides a token to the AI agent to proceed with the transaction, ensuring a secure and efficient process. Regulatory compliance is ensured by building API products that adhere to strict industry regulations, which is crucial as regulators are stringent about data usage in AI applications. This compliance is achieved by aligning AI solutions with established processes and industry-specific workflows, allowing them to support complex, role-specific tasks without reinventing existing frameworks.","AI agents in open banking enhance customer experiences by initiating transactions and sending notifications to users for verification, a process known as user-in-the-loop flows. This is facilitated through client-initiated back channel authentication, where the AI agent requests authentication from the bank, which then sends a notification to the user for approval. Once approved, the bank provides a token to the AI agent to proceed with the transaction, ensuring a secure and efficient process. Regulatory compliance is ensured by building API products that adhere to strict industry regulations, which is crucial as regulators are stringent about data usage in AI applications. This compliance is achieved by aligning AI solutions with established processes and industry-specific workflows, allowing them to support complex, role-specific tasks without reinventing existing frameworks.",0.9999999999,1.0
"Why is it important to secure AI agents in enterprise IT environments, and how does this relate to their capabilities?","['[""<1-hop>\\n\\ne a GPT4 or from different uh kind of provider but regardless of what\'s the uh AI model that you\'re using there there\'s connections that happening from your uh businesses uh to this external AI model. So that there\'s another parimeter there we that we need to be securing and also this is the parameter where we should be applying this guard drills and governance layer that Arshad was earlier talking about. So um then we look at how we are going to secure this agent. So the so I I previously also mentioned the problem is that when these agents are making API calls uh who\'s making who who is making that call? Is it a user? Is it the is it an application or a service account and uh so those kind of problems comes in there like in terms of like identifying who who is making these access and on whose authority like based on whether the whether agent gets the permission that that\'s assigned to the user or it\'s an application permission likewise. So that those kind of different problems arise. So we think that these agents need to get their own identity. They deserve to be treated as first class entities in the ecosystem so that we can give them a unique identity. So all all the components in the ecosystem then identify these unique agents as unique entities in the system and then the importance of that is that based on that agents can authenticate themselves uh into the system that verifying that I am this particular agent.""\n ""<2-hop>\\n\\ns is an art summary of an article that was uh why that one works right >> this one. >> Yeah. Okay. Summary of an article that was published by McKenzie. Uh uh so I\'ve uh let me take you through these. So these are the key innovations which they identify uh as driving the current AI adaption. So first of all we see clearly uh the models are becoming more and more powerful right. So they are becoming experts. So you see in these tests that were given to these models such as SAT or for example this uh US medical exam GPT4 can achieve 90%. For that right and also at the same time reasoning capabilities are improving. So Nadish did a great uh session on the lab where we looked at different prompting techniques right. So there was things like coot chain of thought. uh now these things are no longer needed for these advanced models right so so a lot of stuff that we had to do when we write prompts now it\'s sort of moved to the the models right and also there is these models that are coming up like uh you know they can do very advanced uh uh reasoning like you know open AI\'s model right right so that\'s one area which is you really really you know improving and the second one is the today\'s topic which is the agentic I\'m not going to go to the details of it so it\'s about you know agents being able to reason and act and perform tasks third one is the multi- uh modality so it\'s not just the text that is been improved the text models been improved we are clearly seeing improvements in th""]']","Securing AI agents in enterprise IT environments is crucial because these agents, like those powered by models such as GPT-4, are integrated into business operations and make API calls to external systems. These agents need unique identities and should be treated as first-class entities to ensure proper authentication and authorization. This is important because these powerful models have advanced reasoning capabilities, as demonstrated by their ability to achieve high scores on exams like the US Medical Exam, making them integral to business processes and necessitating robust security and governance measures.","Securing AI agents in enterprise IT environments is crucial because these agents, like those powered by models such as GPT-4, are integrated into business operations and make API calls to external systems. These agents need unique identities and should be treated as first-class entities to ensure proper authentication and authorization. This is important because these powerful models have advanced reasoning capabilities, as demonstrated by their ability to achieve high scores on exams like the US Medical Exam, making them integral to business processes and necessitating robust security and governance measures.",0.9999999999,0.75
"How does the A2A protocol address the challenges of agent-to-agent communication in multi-agent systems, particularly concerning skill recognition and data format standardization?","['[""<1-hop>\\n\\nthings like deployment that can also be done right so right so we\'ve looked at uh geni uh rags agents mcp right and then uh multi- aent system so there are clearly we are seeing patterns Right. Okay. So the other topic that is becoming important is agent to agent communication. Right. So uh so there are standard protocols that are coming up right. Uh which that tries to standardize the agentto agent communication like how MCP standardized the AI applications to tools communication. So M MCP complements agent to agent communication right now. Uh again these things are still evolving. So there\'s number of protocols that are there. So one is uh uh A2A which is probably the most uh popular one right by Google and then there\'s ACP agent communication protocol by IBM and there are few other protocols as well. So so let\'s try to understand what problem that A2A or a these agentto agent communication protocols try to solve. So I\'m not going to go to the go to lot of details but I just want to give a high level you know idea about that. So if you are building a multi- aent system which we saw before you have multiple agents communicating in you know different ways. Uh now one agent does not know what the other agent does right. So that problem is there. For example, uh what skill that this other agent has, what data format that I need to send it to, right? Uh and what it what does it return? What are the data types? Is it text, video, uh voice and so on, right?""\n ""<2-hop>\\n\\n, uh what skill that this other agent has, what data format that I need to send it to, right? Uh and what it what does it return? What are the data types? Is it text, video, uh voice and so on, right? So this is where the uh A2A comes in. Uh by the way this is only one specific protocol. So A2A standardizes agentto agent communication and it A2A has uh various set of features to do this. First of all, it has a standardized communication the transport protocol which is JSNRPC and also there is other capabilities in A2A specification which will let you know other agents to get to know about one specific agent. So for example in A2A there is a concept called agent card where you can go and give a name description URL v version skills and ID description all of those stuff right uh so that is how uh A2A works so let me actually skip these slides I want to try to conclude this uh one properly right so let\'s try to uh summarize since we are getting to the end of the presentation right so we started off with jai right simple integrations and that\'s it and that wasn\'t enough then came the the rag which will let you ground the answers with the real data soon we needed agents right and uh okay by the way MCP came recently but multi- aents were there before so it\'s not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents.""]']","The A2A protocol addresses the challenges of agent-to-agent communication in multi-agent systems by standardizing the communication process. It uses a transport protocol called JSNRPC to facilitate this standardization. A2A also introduces the concept of an ""agent card,"" which allows agents to share information such as name, description, URL, version, skills, and ID. This helps in recognizing the skills of other agents and understanding the data formats required for communication, such as text, video, or voice. By providing these features, A2A ensures that agents can effectively communicate and understand each other's capabilities and data requirements.","The A2A protocol addresses the challenges of agent-to-agent communication in multi-agent systems by standardizing the communication process. It uses a transport protocol called JSNRPC to facilitate this standardization. A2A also introduces the concept of an ""agent card,"" which allows agents to share information such as name, description, URL, version, skills, and ID. This helps in recognizing the skills of other agents and understanding the data formats required for communication, such as text, video, or voice. By providing these features, A2A ensures that agents can effectively communicate and understand each other's capabilities and data requirements.",0.9999999999,0.8
What problem does the A2A protocol solve in multi-agent systems?,"['[""<1-hop>\\n\\nthings like deployment that can also be done right so right so we\'ve looked at uh geni uh rags agents mcp right and then uh multi- aent system so there are clearly we are seeing patterns Right. Okay. So the other topic that is becoming important is agent to agent communication. Right. So uh so there are standard protocols that are coming up right. Uh which that tries to standardize the agentto agent communication like how MCP standardized the AI applications to tools communication. So M MCP complements agent to agent communication right now. Uh again these things are still evolving. So there\'s number of protocols that are there. So one is uh uh A2A which is probably the most uh popular one right by Google and then there\'s ACP agent communication protocol by IBM and there are few other protocols as well. So so let\'s try to understand what problem that A2A or a these agentto agent communication protocols try to solve. So I\'m not going to go to the go to lot of details but I just want to give a high level you know idea about that. So if you are building a multi- aent system which we saw before you have multiple agents communicating in you know different ways. Uh now one agent does not know what the other agent does right. So that problem is there. For example, uh what skill that this other agent has, what data format that I need to send it to, right? Uh and what it what does it return? What are the data types? Is it text, video, uh voice and so on, right?""\n ""<2-hop>\\n\\ns not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents. It\'s any kind of AI applications. I wanted to point out that and then single agent wasn\'t enough. Then you need multi- aents to communicate. And then there\'s various patterns that are coming up supervisor pattern network hierarchical and and so on. Then you need a standard for these agents to uh communicate right. This is where the agent to agent protocols are coming up and A2A is one of them. So this evolution will continue right as agents become capable and autonomous more and more. So let\'s go to the next slide. Okay. So what did we not discuss which is important. So we didn\'t discuss in detail evaluation of agents which we can touch on the the panel uh discussion. We\'ve discussed uh about guardrails. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab.""]']","The A2A protocol addresses the problem of communication between multiple agents in a multi-agent system. It standardizes how agents communicate by defining protocols that allow one agent to understand the skills of another agent, the data format required for communication, and the types of data returned, such as text, video, or voice. This standardization is crucial because, without it, one agent would not know what the other agent does, leading to inefficiencies and miscommunications.","The A2A protocol addresses the problem of communication between multiple agents in a multi-agent system. It standardizes how agents communicate by defining protocols that allow one agent to understand the skills of another agent, the data format required for communication, and the types of data returned, such as text, video, or voice. This standardization is crucial because, without it, one agent would not know what the other agent does, leading to inefficiencies and miscommunications.",0.9999999999,1.0
"How does the A2A protocol facilitate agent-to-agent communication, and what are its key features?","['[""<1-hop>\\n\\n, uh what skill that this other agent has, what data format that I need to send it to, right? Uh and what it what does it return? What are the data types? Is it text, video, uh voice and so on, right? So this is where the uh A2A comes in. Uh by the way this is only one specific protocol. So A2A standardizes agentto agent communication and it A2A has uh various set of features to do this. First of all, it has a standardized communication the transport protocol which is JSNRPC and also there is other capabilities in A2A specification which will let you know other agents to get to know about one specific agent. So for example in A2A there is a concept called agent card where you can go and give a name description URL v version skills and ID description all of those stuff right uh so that is how uh A2A works so let me actually skip these slides I want to try to conclude this uh one properly right so let\'s try to uh summarize since we are getting to the end of the presentation right so we started off with jai right simple integrations and that\'s it and that wasn\'t enough then came the the rag which will let you ground the answers with the real data soon we needed agents right and uh okay by the way MCP came recently but multi- aents were there before so it\'s not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents.""\n ""<2-hop>\\n\\ns not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents. It\'s any kind of AI applications. I wanted to point out that and then single agent wasn\'t enough. Then you need multi- aents to communicate. And then there\'s various patterns that are coming up supervisor pattern network hierarchical and and so on. Then you need a standard for these agents to uh communicate right. This is where the agent to agent protocols are coming up and A2A is one of them. So this evolution will continue right as agents become capable and autonomous more and more. So let\'s go to the next slide. Okay. So what did we not discuss which is important. So we didn\'t discuss in detail evaluation of agents which we can touch on the the panel uh discussion. We\'ve discussed uh about guardrails. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab.""]']","The A2A protocol facilitates agent-to-agent communication by standardizing the communication transport protocol using JSNRPC. It includes features such as the agent card, which provides a standardized way to share information about an agent, including its name, description, URL, version, skills, and ID. This protocol supports the evolution of AI systems from single to multi-agent setups, ensuring effective and autonomous communication between agents.","The A2A protocol facilitates agent-to-agent communication by standardizing the communication transport protocol using JSNRPC. It includes features such as the agent card, which provides a standardized way to share information about an agent, including its name, description, URL, version, skills, and ID. This protocol supports the evolution of AI systems from single to multi-agent setups, ensuring effective and autonomous communication between agents.",0.9999999999,1.0
"How does the WSO2 API Manager address the security of AI agents and prevent information leakage, and what is the significance of agent identity in this context?","['[""<1-hop>\\n\\ns not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents. It\'s any kind of AI applications. I wanted to point out that and then single agent wasn\'t enough. Then you need multi- aents to communicate. And then there\'s various patterns that are coming up supervisor pattern network hierarchical and and so on. Then you need a standard for these agents to uh communicate right. This is where the agent to agent protocols are coming up and A2A is one of them. So this evolution will continue right as agents become capable and autonomous more and more. So let\'s go to the next slide. Okay. So what did we not discuss which is important. So we didn\'t discuss in detail evaluation of agents which we can touch on the the panel uh discussion. We\'ve discussed uh about guardrails. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab.""\n \'<2-hop>\\n\\n. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab. We also discussed uh securing agents again in the AI lab and uh in the track how to control uh you know because agents are becoming more and more autonomous and they are performing serious tasks right so there has to be a way to secure these agents and make sure that agents can only do what they can do so this is where we are bringing the agent identity into our IM products right so the another topic that is interesting testing is which is kind of becoming important is agents and SLMs which is something that we are also working on uh how to you know fine-tune these SLMs so that agents can work with them and get the level of accuracy that they need to have. So I think that would be it. Uh so and thank you very much. I would like to uh have Heat. Heat. [Music]\']']","The WSO2 API Manager track addresses the security of AI agents and the prevention of information leakage by discussing the implementation of guardrails to ensure that sensitive information is not leaked to models. As agents become more autonomous and perform serious tasks, securing them becomes crucial. The concept of agent identity is integrated into Identity Management (IM) products to control and secure agents, ensuring they can only perform authorized actions. This approach helps maintain the integrity and security of AI systems as they evolve.","The WSO2 API Manager track addresses the security of AI agents and the prevention of information leakage by discussing the implementation of guardrails to ensure that sensitive information is not leaked to models. As agents become more autonomous and perform serious tasks, securing them becomes crucial. The concept of agent identity is integrated into Identity Management (IM) products to control and secure agents, ensuring they can only perform authorized actions. This approach helps maintain the integrity and security of AI systems as they evolve.",0.9999999999,0.75
What role does the WSO2 API Manager track play in ensuring the secure use of AI agents?,"['[""<1-hop>\\n\\ns not exactly this Right. Um I\'m trying to build the story from complexity smallest complexity to bigger. Right. So yes, MCP was there. MCP standardizes how the AI applications not necessarily agents. It\'s any kind of AI applications. I wanted to point out that and then single agent wasn\'t enough. Then you need multi- aents to communicate. And then there\'s various patterns that are coming up supervisor pattern network hierarchical and and so on. Then you need a standard for these agents to uh communicate right. This is where the agent to agent protocols are coming up and A2A is one of them. So this evolution will continue right as agents become capable and autonomous more and more. So let\'s go to the next slide. Okay. So what did we not discuss which is important. So we didn\'t discuss in detail evaluation of agents which we can touch on the the panel uh discussion. We\'ve discussed uh about guardrails. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab.""]']","The APIM track plays a role in ensuring the secure use of AI agents by discussing the implementation of guardrails. These guardrails help prevent certain information from being leaked to models when agents are used, thereby maintaining security standards. This discussion is part of the broader context of evolving agent communication protocols, such as A2A, which are necessary as agents become more capable and autonomous.","The APIM track plays a role in ensuring the secure use of AI agents by discussing the implementation of guardrails. These guardrails help prevent certain information from being leaked to models when agents are used, thereby maintaining security standards. This discussion is part of the broader context of evolving agent communication protocols, such as A2A, which are necessary as agents become more capable and autonomous.",0.9999999999,1.0
"How is the integration of GenAI components affecting traditional machine learning, and what are the core patterns identified for successful GenAI implementation?","['[""<1-hop>\\n\\nthese AI components with the other components uh that are in the system. Right? So if you take a look at building the AI components u that it itself is an integration problem for the most part. Right? So, so what\'s happening in fact is the machine learning for the most part like you know the traditional machine learning is going away and integration is becoming more and more important right so the success of this process depends on using the right patterns and also knowing which pattern to use and which pattern not to use right so we have in our AI strategy there are three core patterns that we have identified and rest of it is basically you know things that are built on top of it. These are the core patterns in Genai. So let\'s go through them. By the way these have been covered extensively in the lab session. So I\'ve just got like two slides on this. First is a genai integration. So this is the one where you have a call to an geni API right nothing but that. So this pattern itself can support several use cases such as text summarization, sentiment analysis, email drafting and so on. Right? Then you get to the situation where the models are not aware of the uh you know your data.""]']","The integration of GenAI components is leading to a shift away from traditional machine learning, with integration becoming increasingly important. The success of this process relies on using the right patterns and knowing which to use or avoid. Three core patterns have been identified in the AI strategy for GenAI, supporting use cases like text summarization, sentiment analysis, and email drafting. The integration pattern involves making calls to a GenAI API, which is fundamental to these applications.","The integration of GenAI components is leading to a shift away from traditional machine learning, with integration becoming increasingly important. The success of this process relies on using the right patterns and knowing which to use or avoid. Three core patterns have been identified in the AI strategy for GenAI, supporting use cases like text summarization, sentiment analysis, and email drafting. The integration pattern involves making calls to a GenAI API, which is fundamental to these applications.",0.9999999999,1.0
How do WSO2 Identity Server and WSO2 API Manager contribute to the security and governance of AI-driven hotel booking platforms?,"['[""<1-hop>\\n\\nthat we\'ve we\'ve done in the previous lab cases. So there it was the O2 travels uh which which is the platform which is a platform that was built by WSU products W2 Dewan EI and other uh capabilities. So here we are showcasing that uh you can build this agentic system using other different uh technologies as well but you can use our uh IM and uh APIM products uh in place to secure and govern them. So it\'s the same scenario for the purpose of those who are not in the previous labs. I\'ll just give a brief. Uh so it\'s about a uh leisure and or hotel booking platform. So you can discover the hotels, you can check the availability and book hotels and additionally we are using AI to build a personality profile of these users and then based on that assign a concage uh when they\'re making a uh booking and that so that they when they are on the ground at the hotels that person can help you help the user to navigate through that uh their trip. So we\'ll move into the code. So first I will show with this platform without agentic capabilities because so far till recently we have this kind of booking platforms and for example for booking.com those platforms without AI and agentic capabilities. So there are also this is traditional IM so we have users and then we have uh uh applications that the users are interacting with and then backend services.""\n \'<2-hop>\\n\\n. So that will make sure that agents you know uh when you use agents like certain information is not getting leaked to models and all that. So this was discussed both in the APIM track and the AI lab. We also discussed uh securing agents again in the AI lab and uh in the track how to control uh you know because agents are becoming more and more autonomous and they are performing serious tasks right so there has to be a way to secure these agents and make sure that agents can only do what they can do so this is where we are bringing the agent identity into our IM products right so the another topic that is interesting testing is which is kind of becoming important is agents and SLMs which is something that we are also working on uh how to you know fine-tune these SLMs so that agents can work with them and get the level of accuracy that they need to have. So I think that would be it. Uh so and thank you very much. I would like to uh have Heat. Heat. [Music]\']']","WSO2 Identity Server and WSO2 API Manager enhance the security and governance of AI-driven hotel booking platforms by ensuring that agents operate within defined boundaries and do not leak sensitive information. WSO2 Identity Server secures and governs interactions between users, applications, and backend services, while WSO2 API Manager helps control the autonomy of agents, ensuring they perform only authorized tasks. This integration is crucial for maintaining the integrity and security of the platform as agents become more autonomous.","WSO2 Identity Server and WSO2 API Manager enhance the security and governance of AI-driven hotel booking platforms by ensuring that agents operate within defined boundaries and do not leak sensitive information. WSO2 Identity Server secures and governs interactions between users, applications, and backend services, while WSO2 API Manager helps control the autonomy of agents, ensuring they perform only authorized tasks. This integration is crucial for maintaining the integrity and security of the platform as agents become more autonomous.",0.9999999999,1.0
